name,address,flavors
WALGREENS,"20011 BOLLINGER RD, CUPERTINO, CA 95014","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Red Velvet Cake, AmeriCone Dream™"
CVS PHARMACY,"1675 HOLLENBECK AVE, SUNNYVALE, CA 94087","Cherry Garcia®, Chocolate Fudge Brownie™, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™"
WALGREENS,"1306 S MARY AVE, SUNNYVALE, CA 94087","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Red Velvet Cake, AmeriCone Dream™"
CVS PHARMACY,"5170 MOORPARK AVE, SAN JOSE, CA 95129","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™"
WALGREENS,"780 E EL CAMINO REAL, SUNNYVALE, CA 94087","Phish Food®, Cherry Garcia®, Chocolate Chip Cookie Dough, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™"
SAFEWAY,"905 1ST ST, GILROY, CA 95020","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
WALMART SUPERCENTER,"7150 CAMINO ARROYO, GILROY, CA 95020","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Therapy®, Chubby Hubby®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Strawberry Cheesecake, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
SAFEWAY,"235 TENNANT STATION, MORGAN HILL, CA 95037","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
SAFEWAY,"840 E DUNNE AVE, MORGAN HILL, CA 95037","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
WALMART SUPERCENTER,"170 COCHRANE PLZ, MORGAN HILL, CA 95037","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Therapy®, Chubby Hubby®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Karamel Sutra®, Late Night Snack, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Strawberry Cheesecake, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Cherry Garcia®, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™"
TARGET,"1061 COCHRANE RD, MORGAN HILL, CA 95037","Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Chocolate Therapy®, Coffee HEATH® Bar Crunch, Red Velvet Cake, Cherry Garcia®, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Phish Food®, AmeriCone Dream™"
TARGET,"1415 MAIN ST, WATSONVILLE, CA 95076","Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Chocolate Therapy®, Red Velvet Cake, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Strawberry Shortcake"
SAFEWAY,"591 TRES PINOS RD, HOLLISTER, CA 95023","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Peach Cobbler™, Chocolate Fudge Brownie™, Banana Peanut Butter, Strawberry Shortcake, Phish Food®"
NOB HILL FOODS,"1700 AIRLINE HWY, HOLLISTER, CA 95023","Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Nougat Crunch, Cinnamon Buns, Everything But The...®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, S'mores, Triple Caramel Chunk, Vanilla, Peach Cobbler™, Chocolate Fudge Brownie™"
TARGET,"1790 AIRLINE HWY, HOLLISTER, CA 95023","Liz Lemon, Pineapple Passionfruit, Banana Peanut Butter, Strawberry Shortcake"
NOB HILL FOODS,"777 1ST ST, GILROY, CA 95020","Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Mud Pie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
NOB HILL FOODS,"1912 MAIN ST, WATSONVILLE, CA 95076","Coffee, Coffee BuzzBuzzBuzz!, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Cinnamon Buns, Everything But The...®, Karamel Sutra®, Mint Chocolate Cookie, Pistachio Pistachio®, S'mores, Strawberry Cheesecake, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
SAVE MART,"291 MCCRAY ST, HOLLISTER, CA 95023","Coffee, Coffee BuzzBuzzBuzz!, Pineapple Passionfruit, Banana Split, Cheesecake Brownie, Chocolate Nougat Crunch, Everything But The...®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla HEATH® Bar Crunch, Chocolate Fudge Brownie™, Banana Peanut Butter, Strawberry Shortcake"
SAFEWAY,"17539 VIERRA CANYON RD, PRUNEDALE, CA 93907","Boston Cream Pie, Chocolate Nougat Crunch, Chubby Hubby®, Imagine Whirled Peace™, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, S'mores, Triple Caramel Chunk, Vanilla Caramel Fudge, Chocolate Fudge Brownie™, Strawberry Shortcake, Phish Food®"
SAFEWAY,"16 RANCHO DEL MAR, APTOS, CA 95003","Boston Cream Pie, Imagine Whirled Peace™, Vanilla Caramel Fudge"
SAFEWAY,"6477 ALMADEN RD, SAN JOSE, CA 95120","Boston Cream Pie, Chubby Hubby®, Imagine Whirled Peace™, Vanilla Caramel Fudge, Phish Food®, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Cinnamon Buns, Everything But The...®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™, Cherry Garcia®"
SAFEWAY,"2720 41ST AVE, SOQUEL, CA 95073","Boston Cream Pie, Chubby Hubby®, Imagine Whirled Peace™, Phish Food®"
SAFEWAY,"1546 N MAIN ST, SALINAS, CA 93906","Boston Cream Pie, Imagine Whirled Peace™, What a Cluster, Phish Food®"
SAFEWAY,"1516 CONSTITUTION BLVD, SALINAS, CA 93905","Boston Cream Pie, Imagine Whirled Peace™, Oatmeal Cookie Chunk, Phish Food®"
WALGREENS,"770 1ST ST, GILROY, CA 95020","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"825 1ST ST, GILROY, CA 95020","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
TARGET,"6705 CAMINO ARROYO, GILROY, CA 95020","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Half Baked®"
WALGREENS,"745 E DUNNE, MORGAN HILL, CA 95037","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
LUCKY,"129 BERNAL RD, SAN JOSE, CA 95119","Chocolate Nougat Crunch, Milk & Cookies, Triple Caramel Chunk, Chocolate Fudge Brownie™, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Therapy®, Coffee HEATH® Bar Crunch, Everything But The...®, Karamel Sutra®, Late Night Snack, Mint Chocolate Cookie, New York Super Fudge Chunk®, Pistachio Pistachio®, S'mores, Strawberry Cheesecake, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Cherry Garcia®, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Chocolate Chip Cookie Dough, Chunky Monkey®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALMART SUPERCENTER,"1800 N MAIN, SALINAS, CA 93906","Chubby Hubby®, Vanilla Caramel Fudge"
WALGREENS,"1810 FREEDOM BLVD, FREEDOM, CA 95019","Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Red Velvet Cake, Cherry Garcia®"
CVS PHARMACY,"490 RODRIGUEZ ST, WATSONVILLE, CA 95076",Coffee HEATH® Bar Crunch
NOB HILL FOODS,"7076 SANTA TERESA BLVD, SAN JOSE, CA 95139","Milk & Cookies, Triple Caramel Chunk, Cheesecake Brownie, Cinnamon Buns, Karamel Sutra®, S'mores, Vanilla, Vanilla HEATH® Bar Crunch, Cherry Garcia®"
FOOD MAXX,"1465 MAIN ST, WATSONVILLE, CA 95076","Pistachio Pistachio®, Vanilla HEATH® Bar Crunch, Raspberry Fudge Chunk, Strawberry Shortcake"
SAFEWAY,"179 BRANHAM LN, SAN JOSE, CA 95136","Phish Food®, Liz Lemon, Pineapple Passionfruit, Boston Cream Pie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Imagine Whirled Peace™, Milk & Cookies, Mint Chocolate Cookie, Vanilla Caramel Fudge, Chocolate Fudge Brownie™, Banana Peanut Butter, Strawberry Shortcake, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
CVS PHARMACY,"1798 MIRAMONTE AVE, MOUNTAIN VIEW, CA 94040","Cherry Garcia®, Chunky Monkey®"
CVS PHARMACY,"1041 EL MONTE AVE, MOUNTAIN VIEW, CA 94040","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"1905 W EL CAMINO REAL, MOUNTAIN VIEW, CA 94040","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"850 CALIFORNIA ST, MOUNTAIN VIEW, CA 94041","New York Super Fudge Chunk®, Phish Food®, AmeriCone Dream™, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™"
WALGREENS,"121 E EL CAMINO REAL, MOUNTAIN VIEW, CA 94040","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"1165 W EL CAMINO REAL, SUNNYVALE, CA 94087","Cherry Garcia®, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, AmeriCone Dream™"
WALGREENS,"105 E EL CAMINO REAL, SUNNYVALE, CA 94087","Red Velvet Cake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
LUCKY,"6109 MERIDIAN AVE, SAN JOSE, CA 95120","Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
WALMART SUPERCENTER,"5095 ALMADEN EXPY, SAN JOSE, CA 95118","Coffee, Coffee BuzzBuzzBuzz!, Chocolate Peppermint Crunch, Cheesecake Brownie, Chubby Hubby®, Cinnamon Buns, Vanilla Caramel Fudge, Banana Peanut Butter, Liz Lemon, Banana Split, Everything But The...®, Karamel Sutra®, Late Night Snack, Pistachio Pistachio®, Strawberry Cheesecake, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Red Velvet Cake, Vanilla Honey Caramel, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
SAFEWAY,"4950 ALMADEN EXPY, SAN JOSE, CA 95118","Boston Cream Pie, Chubby Hubby®, Cinnamon Buns, Imagine Whirled Peace™, Milk & Cookies, Vanilla Caramel Fudge, Strawberry Shortcake, Phish Food®, Coffee, Coffee BuzzBuzzBuzz!, Chocolate Peppermint Crunch, Cheesecake Brownie, Chocolate Nougat Crunch, Mint Chocolate Cookie, S'mores, Chocolate Fudge Brownie™, Banana Peanut Butter, Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Banana Split, Everything But The...®, Karamel Sutra®, Late Night Snack, Pistachio Pistachio®, Red Velvet Cake, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Blueberry Vanilla Graham, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™, Raspberry Fudge Chunk"
WALGREENS,"423 N SANTA CRUZ AVE, LOS GATOS, CA 95030","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, Red Velvet Cake, AmeriCone Dream™, Triple Caramel Chunk"
CVS PHARMACY,"750 BLOSSOM HILL RD, LOS GATOS, CA 95032","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"14100 BLOSSOM HILL RD, LOS GATOS, CA 95032","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Red Velvet Cake, AmeriCone Dream™"
CVS PHARMACY,"5407 CAMDEN AVE, SAN JOSE, CA 95124","Cherry Garcia®, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®"
WALGREENS,"1376 KOOSER RD, SAN JOSE, CA 95118","New York Super Fudge Chunk®, Red Velvet Cake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"4550 MERIDIAN AVE, SAN JOSE, CA 95124","New York Super Fudge Chunk®, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, AmeriCone Dream™"
LUCKY,"1350 S PARK VICTORIA DR, MILPITAS, CA 95035","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
TARGET,"2155 MORRILL AVE, SAN JOSE, CA 95132","Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Phish Food®, Red Velvet Cake, AmeriCone Dream™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
TARGET,"450 N CAPITAL AVE, SAN JOSE, CA 95133","Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Chocolate Therapy®, Red Velvet Cake, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Phish Food®, AmeriCone Dream™"
SAVE MART,"3457 MCKEE RD, SAN JOSE, CA 95127","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Everything But The...®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Cherry Garcia®, Chocolate Fudge Brownie™, Half Baked®, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
TARGET,"533 COLEMAN AVE, SAN JOSE, CA 95110","Liz Lemon, Pineapple Passionfruit, Banana Peanut Butter, Strawberry Shortcake, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Phish Food®, Red Velvet Cake, AmeriCone Dream™, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
SAVE MART,"2610 EL CAMINO REAL, SANTA CLARA, CA 95051","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Banana Split, Cheesecake Brownie, Chocolate Nougat Crunch, Everything But The...®, Karamel Sutra®, Late Night Snack, Milk & Cookies, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Chocolate Fudge Brownie™, Mint Chocolate Cookie, Pistachio Pistachio®, Vanilla, Peach Cobbler™, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Chocolate Therapy®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Vanilla HEATH® Bar Crunch, Cherry Garcia®, Half Baked®, Banana Peanut Butter, Strawberry Shortcake, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, AmeriCone Dream™"
WALMART SUPERCENTER,"777 STORY RD, SAN JOSE, CA 95122","Coffee, Coffee BuzzBuzzBuzz!, Chubby Hubby®, Cinnamon Buns, Vanilla Caramel Fudge, Liz Lemon, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Chip Cookie Dough, Coffee HEATH® Bar Crunch, Karamel Sutra®, New York Super Fudge Chunk®, Phish Food®, Red Velvet Cake, AmeriCone Dream™, Strawberry Cheesecake, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Half Baked®, Raspberry Fudge Chunk, Cherry Garcia®, Chunky Monkey®"
SAFEWAY,"1300 W SAN CARLOS ST, SAN JOSE, CA 95126","Coffee, Coffee BuzzBuzzBuzz!, Boston Cream Pie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Imagine Whirled Peace™, Late Night Snack, Milk & Cookies, Vanilla Caramel Fudge, Chocolate Fudge Brownie™, Phish Food®, Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
SAVE MART,"1641 N CAPITOL AVE, SAN JOSE, CA 95132","Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Karamel Sutra®, Mint Chocolate Cookie, Phish Food®, Pistachio Pistachio®"
